Name,Photo URL,Latitude,Longitude,Side,Drive Number
IMG_4358.jpg,https://drive.google.com/file/d/12UbDpDoOlSMgyBHeyrj5P5B68NjgbL8R/view?usp=drivesdk,34.19901389,-118.1615139,Passenger,1
IMG_1607.JPG,https://drive.google.com/uc?export=view&id=1B1VIKYDcWcdyoQjH9GXEHJpi8JpJ2Uo3,34.19913889,-118.1614833,Driver,1
IMG_1608.JPG,https://drive.google.com/uc?export=view&id=1at0GoM8nw0fW5SUOsaRtcUV0O-YGYtBM,34.19905556,-118.1614528,Driver,1
IMG_1609.JPG,https://drive.google.com/uc?export=view&id=1SSQyF8h-x2tfcEdP2HhbnZAcp8SEqjUb,34.19901389,-118.1613167,Driver,1
IMG_4359.jpg,https://drive.google.com/file/d/1ZMYwv6KoHi3JoPfTfcPJCk0NB-8TOHCm/view?usp=drivesdk,34.19898889,-118.1613,Passenger,1
IMG_1610.JPG,https://drive.google.com/uc?export=view&id=1hFU2e-P3vErfJ2KGT-nUUwCwl_EX1EWH,34.19898889,-118.1612556,Driver,1
IMG_1611.JPG,https://drive.google.com/uc?export=view&id=1J0TszOBbilh8Uo5hnmq-E-SR5qp4vSc8,34.19896944,-118.1611944,Driver,1
IMG_4360.jpg,https://drive.google.com/file/d/1H6pRQ7hFTH9PkNnIOIg3jIf5M__U0ptG/view?usp=drivesdk,34.19895278,-118.1611861,Passenger,1
IMG_1612.JPG,https://drive.google.com/uc?export=view&id=1pYTQP2Wdm6oo0RPgo3e0bgYNRIqzQ4DZ,34.19893333,-118.1610722,Driver,1
IMG_1613.JPG,https://drive.google.com/uc?export=view&id=18RGfawRq_WP_Ryhqza4ADSvVEwK585PK,34.19889444,-118.16095,Driver,1
IMG_1614.JPG,https://drive.google.com/uc?export=view&id=1U-zLCk1gBl0W8VDGuQboREQihfneFOEI,34.19885556,-118.1608361,Driver,1
IMG_1615.JPG,https://drive.google.com/uc?export=view&id=1RnB-qG5nnWElTg5ETNljVQpUFekh9in1,34.19883611,-118.160775,Driver,1
IMG_1616.JPG,https://drive.google.com/uc?export=view&id=1uLpXcUxDnT3jhwoe8TUhtX92DxopLnQ9,34.19881944,-118.1607139,Driver,1
IMG_4364.jpg,https://drive.google.com/file/d/1WF4VFVTNj388AWukC8mZzUEo4olnFBSb/view?usp=drivesdk,34.19876111,-118.1606444,Passenger,1
IMG_1617.JPG,https://drive.google.com/uc?export=view&id=1liVwVQjuGoGNFXm68B8M-GRj8j_vsR5d,34.19877778,-118.1605833,Driver,1
IMG_1618.JPG,https://drive.google.com/uc?export=view&id=1KUrXa9Ot8mBRYgJSaR08IqTdFvI3P3ea,34.19875556,-118.1605222,Driver,1
IMG_1619.JPG,https://drive.google.com/uc?export=view&id=1qXaUqNyfEcSAQrFrvvjYr7xMBn3rZ0lO,34.19873611,-118.1604528,Driver,1
IMG_4365.jpg,https://drive.google.com/file/d/1O8mlFHGRcJEYuu1Cv2yQcFcPD_RoAuT3/view?usp=drivesdk,34.1987,-118.1604472,Passenger,1
IMG_4366.jpg,https://drive.google.com/file/d/1mNc-BD0EWYaW6hbaSlWL7HvL3f0re3kE/view?usp=drivesdk,34.19868889,-118.1603694,Passenger,1
IMG_1620.JPG,https://drive.google.com/uc?export=view&id=1z1d4cMYNOLerzmw7Xs-Asw64o4mKErqC,34.19868889,-118.1603083,Driver,1
IMG_1621.JPG,https://drive.google.com/uc?export=view&id=1QzJq52VK2N7tjZlBm07K6WeiFhi_g_cR,34.19866389,-118.1602333,Driver,1
IMG_4367.jpg,https://drive.google.com/file/d/1cVWQgpFlGXQ-QdqKiLgxReemz33xfOJ1/view?usp=drivesdk,34.19864722,-118.160225,Passenger,1
IMG_1622.JPG,https://drive.google.com/uc?export=view&id=1_gDOUb2UtMr4q1s__3u189au3m40BM9c,34.19863889,-118.16015,Driver,1
IMG_4368.jpg,https://drive.google.com/file/d/1cL9GQos_GB0SPKm106GXGLP_K0-_PrDd/view?usp=drivesdk,34.19862222,-118.16015,Passenger,1
IMG_1623.JPG,https://drive.google.com/uc?export=view&id=1nMRu1r8PngXbzJcXbCYK-vCC53E3tvnQ,34.19861667,-118.1600722,Driver,1
IMG_4369.jpg,https://drive.google.com/file/d/1jfza0ONsgrhZMlvTK403_zqOR1NTTRQE/view?usp=drivesdk,34.19857778,-118.1600111,Passenger,1
IMG_1624.JPG,https://drive.google.com/uc?export=view&id=1TgpwTH472aVgqRtFHyBKPMuoKNVOsxNY,34.19857222,-118.1599361,Driver,1
IMG_1625.JPG,https://drive.google.com/uc?export=view&id=1zqadZ-AQ8Xf3gn8KQAIeVupiktbmBXx5,34.19855278,-118.1598667,Driver,1
IMG_4370.jpg,https://drive.google.com/file/d/1CMiv0L6T-cFPvzjOfj5b__1XWElyUKUW/view?usp=drivesdk,34.19853056,-118.1598667,Passenger,1
IMG_1626.JPG,https://drive.google.com/uc?export=view&id=12eo9YqwIBCDjFWGqD4o76SWqUWhfnrYZ,34.19853056,-118.1597972,Driver,1
